ID,Economy,Indicator,Year,Type of Reform,Reform Description,
155,South Africa,Marriage,1995,positive,South Africa allowed women to be head of household. ,
155,South Africa,Workplace,1995,positive,South Africa allowed a woman to get a job without permission from her husband.,
155,South Africa,Parenthood,1997,positive,South Africa prohibited the dismissal of pregnant workers.,
155,South Africa,Pay,1997,positive,South Africa eliminated the ban on women's employment in mining.,
155,South Africa,Parenthood,1999,positive,South Africa introduced paid paternity leave.,
155,South Africa,Workplace,2000,positive,South Africa prohibited gender discrimination in employment.,
155,South Africa,Entrepreneurship,2001,positive,South Africa introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
155,South Africa,Marriage,2001,positive,South Africa enacted legislation protecting women from domestic violence.,
155,South Africa,Parenthood,2003,positive,South Africa increased the duration of paid maternity leave to at least 14 weeks.,
155,South Africa,Workplace,2013,positive,South Africa enacted legislation protecting women from sexual harassment in employment.,
155,South Africa,Pay,2015,positive,South Africa mandated equal remuneration for work of equal value.,
155,South Africa,Workplace,2015,positive,South Africa enacted civil remedies for sexual harassment in employment.,
156,South Sudan,Pension,1991,positive,South Sudan introduced an old-age pension system that sets equal ages at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
156,South Sudan,Parenthood,1998,positive,South Sudan prohibited the dismissal of pregnant workers.,
156,South Sudan,Pension,2009,positive,South Sudan equalized the ages at which women and men can retire with full pension benefits.,
156,South Sudan,Assets,2010,positive,South Sudan equalized inheritance rights for sons and daughters.,
156,South Sudan,Workplace,2010,positive,South Sudan enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
156,South Sudan,Mobility,2013,positive,South Sudan introduced a new Passport and Immigration Act which no longer establishes differences in the application procedures for a married woman when applying for a passport.,
156,South Sudan,Pension,2014,negative,South Sudan set unequal ages at which women and men can retire with full pension benefits. It set unequal ages at which women and men can retire with partial pension benefits. It also no longer explicitly accounts for periods of absence due to child care in pension benefits.,
156,South Sudan,Parenthood,2019,positive,South Sudan introduced 10 days of paid paternity leave.,
156,South Sudan,Pay,2019,positive,"South Sudan lifted restrictions on women’s ability to work at night, underground, underwater and in jobs deemed dangerous. It also mandated equal remuneration for work of equal value.",
156,South Sudan,Workplace,2019,positive,South Sudan prohibited gender discrimination in employment. It also enacted civil remedies for sexual harassment in employment.,
157,Spain,Entrepreneurship,1976,positive,"Spain amended its Civil Code allowing a woman to sing a legally binding contract, register a business and open a bank account without her husban's consent.",
157,Spain,Marriage,1976,positive,Spain no longer requires a married woman to obey her husband. ,
157,Spain,Pension,1976,positive,Spain explicitly accounted for periods of absence due to child care in pension benefits.,
157,Spain,Workplace,1976,positive,Spain allowed a woman to get a job without permission from her husband.,
157,Spain,Parenthood,1977,positive,Spain increased the duration of paid maternity leave to at least 14 weeks.,
157,Spain,Mobility,1979,positive,Spain enacted new passport law which no longer requires a married woman her husband's consent when applying for a passport.,
157,Spain,Workplace,1981,positive,Spain prohibited gender discrimination in employment.,
157,Spain,Assets,1983,positive,Spain granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
157,Spain,Marriage,1983,positive,"Spain legalized divorce, equally granting the right to both spouses. There is no waiting period before remarriage for either spouse.",
157,Spain,Mobility,1983,positive,Spain reformed its Civil Code allowing a woman to choose where to live in the same way as a man.,
157,Spain,Pay,1995,positive,Spain mandated equal remuneration for work of equal value.,
157,Spain,Parenthood,1996,positive,Spain prohibited the dismissal of pregnant workers.,
157,Spain,Marriage,1997,positive,Spain enacted legislation protecting women from domestic violence.,
157,Spain,Pay,1997,positive,Spain allowed women to work in jobs deemed dangerous in the same way as men. It also removed restrictions on women's employment in industrial undertakings.,
157,Spain,Workplace,1997,positive,Spain enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
157,Spain,Entrepreneurship,2008,positive,Spain's Equality of Women and Men Law made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
157,Spain,Parenthood,2022,positive,Spain introduced 16 weeks of paid parental leave as an individual entitlement for fathers. ,
158,Sri Lanka,Workplace,1997,positive,Sri Lanka enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
158,Sri Lanka,Marriage,2007,positive,Sri Lanka enacted legislation protecting women from domestic violence.,
159,St. Kitts and Nevis,Marriage,1974,positive,St. Kitts and Nevis allowed women to obtain a divorce in the same way as men. ,
159,St. Kitts and Nevis,Pension,1979,positive,St. Kitts and Nevis explicitly accounted for periods of absence due to child care in pension benefits.,
159,St. Kitts and Nevis,Parenthood,1980,positive,St. Kitts and Nevis began administering maternity benefits through its social insurance system.,
159,St. Kitts and Nevis,Parenthood,1988,positive,St. Kitts and Nevis prohibited the dismissal of pregnant workers.,
159,St. Kitts and Nevis,Marriage,2001,positive,St. Kitts and Nevis enacted legislation protecting women from domestic violence.,
160,St. Lucia,Pension,1972,positive,St. Lucia introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
160,St. Lucia,Parenthood,1981,positive,St. Lucia introduced a social security system that provides maternity benefits.,
160,St. Lucia,Assets,1991,positive,St. Lucia granted spouses equal administrative authority over assets during the marriage. It also granted spouses equal rights to immovable property.,
160,St. Lucia,Marriage,1991,positive,St. Lucia no longer requires a married woman to obey her husband. ,
160,St. Lucia,Mobility,1991,positive,St. Lucia reformed its Civil Code allowing a woman to choose where to live in the same way as a man.,
160,St. Lucia,Marriage,1996,positive,St. Lucia enacted legislation protecting women from domestic violence.,
160,St. Lucia,Parenthood,2001,positive,St. Lucia prohibited the dismissal of pregnant workers.,
160,St. Lucia,Pension,2001,positive,St. Lucia explicitly accounted for periods of absence due to child care in pension benefits.,
160,St. Lucia,Workplace,2001,positive,St. Lucia prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
160,St. Lucia,Pay,2008,positive,St. Lucia mandated equal remuneration for work of equal value.,
161,St. Vincent and the Grenadines,Marriage,1974,positive,St. Vincent and the Grenadines allowed women to obtain a divorce in the same way as men. ,
161,St. Vincent and the Grenadines,Assets,1991,positive,St. Vincent and the Grenadines recognized the value of nonmonetary contributions.,
161,St. Vincent and the Grenadines,Pension,1996,positive,St. Vincent and the Grenadines explicitly accounted for periods of absence due to child care in pension benefits.,
161,St. Vincent and the Grenadines,Marriage,1997,positive,St. Vincent and the Grenadines enacted legislation protecting women from domestic violence.,
161,St. Vincent and the Grenadines,Parenthood,2005,positive,St. Vincent and the Grenadines prohibited the dismissal of pregnant workers.,
162,Sudan,Pension,1991,positive,Sudan introduced an old-age pension system that sets equal ages at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
162,Sudan,Parenthood,1998,positive,Sudan prohibited the dismissal of pregnant workers.,
162,Sudan,Pension,2009,positive,Sudan equalized the ages at which women and men can retire with full pension benefits.,
163,Suriname,Assets,1982,positive,Suriname granted spouses equal rights to immovable property.,
163,Suriname,Entrepreneurship,1982,positive,Suriname introduced new legislation allowing a woman to sing a legally binding contract and open a bank account in the same way as a man without her husband's consent.,
163,Suriname,Marriage,1982,positive,Suriname allowed women to be head of household and no longer requires a married woman to obey her husband. ,
163,Suriname,Mobility,1982,positive,Suriname introduced new legislation allowing a woman to choose where to live in the same ways as a man.,
163,Suriname,Pension,1982,positive,Suriname introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
163,Suriname,Workplace,1982,positive,Suriname allowed a woman to get a job without permission from her husband.,
163,Suriname,Pay,1985,positive,Suriname lifted restrictions on women's ability to work at night.,
163,Suriname,Marriage,2010,positive,Suriname enacted legislation protecting women from domestic violence.,
163,Suriname,Pension,2016,negative,Suriname no longer explicitly accounts for periods of absence due to child care in pension benefits.,
163,Suriname,Parenthood,2020,positive,Suriname prohibited the dismissal of pregnant workers.,
163,Suriname,Workplace,2020,positive,Suriname prohibited gender discrimination in employment.,
163,Suriname,Parenthood,2021,positive,Suriname introduced 16 weeks of paid maternity leave and 8 days of paid paternity leave.,
164,Sweden,Parenthood,1974,positive,Sweden introduced paid parental leave.,
164,Sweden,Parenthood,1981,positive,Sweden introduced paid paternity leave.,
164,Sweden,Workplace,1981,positive,Sweden prohibited gender discrimination in employment.,
164,Sweden,Marriage,1990,positive,Sweden enacted legislation protecting women from domestic violence.,
164,Sweden,Parenthood,1992,positive,Sweden prohibited the dismissal of pregnant workers.,
164,Sweden,Pay,1992,positive,Sweden mandated equal remuneration for work of equal value.,
164,Sweden,Pension,2000,positive,Sweden explicitly accounted for periods of absence due to child care in pension benefits.,
164,Sweden,Workplace,2007,positive,Sweden enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
164,Sweden,Entrepreneurship,2014,positive,Sweden's Discrimination Act made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
165,Switzerland,Assets,1986,positive,Switzerland granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
165,Switzerland,Marriage,1986,positive,Switzerland allowed women to be head of household. ,
165,Switzerland,Mobility,1986,positive,Switzerland amended its Civil Code allowing a woman to choose where to live in the same way as a man.,
165,Switzerland,Workplace,1986,positive,Switzerland allowed a woman to get a job without permission from her husband.,
165,Switzerland,Parenthood,1989,positive,Switzerland prohibited the dismissal of pregnant workers.,
165,Switzerland,Pay,1996,positive,Switzerland mandated equal remuneration for work of equal value.,
165,Switzerland,Pension,1996,positive,Switzerland explicitly accounted for periods of absence due to child care in pension benefits.,
165,Switzerland,Workplace,1996,positive,Switzerland enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
165,Switzerland,Workplace,1997,positive,Switzerland prohibited gender discrimination in employment.,
165,Switzerland,Marriage,2000,positive,Switzerland gave women the same rights to remarry as men.,
165,Switzerland,Parenthood,2006,positive,Switzerland's government began administering maternity benefits. It also increased the duration of paid maternity leave to at least 14 weeks.,
165,Switzerland,Marriage,2008,positive,Switzerland enacted legislation protecting women from domestic violence.,
165,Switzerland,Parenthood,2022,positive,Switzerland introduced 2 weeks of paid paternity leave.,
166,Syrian Arab Republic,Parenthood,2003,positive,Syrian Arab Republic increased the duration of paid maternity leave to at least 14 weeks.,
166,Syrian Arab Republic,Pension,2003,negative,Syrian Arab Republic set unequal ages at which women and men can retire with full pension benefits.,
166,Syrian Arab Republic,Marriage,2008,positive,Syrian Arab Republic allowed women to be head of household.,
166,Syrian Arab Republic,Parenthood,2011,positive,Syrian Arab Republic prohibited the dismissal of pregnant workers.,
166,Syrian Arab Republic,Workplace,2011,positive,Syrian Arab Republic prohibited gender discrimination in employment.,
166,Syrian Arab Republic,Mobility,2020,positive,The Syrian Arab Republic allowed a married woman to leave the home without her husband's permission.,
167,"Taiwan, China",Pay,1986,positive,"Taiwan, China mandated equal remuneration for work of equal value.",
167,"Taiwan, China",Assets,1987,positive,"Taiwan, China recognized the value of nonmonetary contributions.",
167,"Taiwan, China",Pay,1997,positive,"Taiwan, China lifted restrictions on women's ability to work at night.",
167,"Taiwan, China",Marriage,2000,positive,"Taiwan, China enacted legislation protecting women from domestic violence.",
167,"Taiwan, China",Mobility,2000,positive,"Taiwan, China reformed its Civil Code allowing a woman to choose where to live in the same way as a man.",
167,"Taiwan, China",Parenthood,2003,positive,"Taiwan, China prohibited the dismissal of pregnant workers. It also introduced paid paternity leave.",
167,"Taiwan, China",Workplace,2003,positive,"Taiwan, China prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.",
167,"Taiwan, China",Assets,2004,positive,"Taiwan, China repealed provisions giving the husband sole administrative authority over marital property, granting spouses equal rights to immovable property and equal administrative authority over assets during marriage.",
167,"Taiwan, China",Parenthood,2010,positive,"Taiwan, China increased the duration of paid maternity leave to at least 14 weeks. It also introduced paid parental leave.",
167,"Taiwan, China",Pay,2015,positive,"Taiwan, China eliminated all restrictions on women's employment by limiting them to pregnant and nursing women. It also allowed women to work in jobs deemed dangerous in the same way as men.",
168,Tajikistan,Pension,1972,negative,Tajikistan set unequal mandatory retirement ages for women and men.,
168,Tajikistan,Parenthood,1973,positive,Tajikistan prohibited the dismissal of pregnant workers.,
168,Tajikistan,Pension,1995,positive,Tajikistan explicitly accounted for periods of absence due to child care in pension benefits.,
168,Tajikistan,Parenthood,1998,positive,Tajikistan introduced paid parental leave.,
168,Tajikistan,Pay,1998,positive,Tajikistan mandated equal remuneration for work of equal value.,
168,Tajikistan,Pension,1998,positive,Tajikistan no longer establishes a mandatory retirement age for women and men.,
168,Tajikistan,Workplace,1998,positive,Tajikistan prohibited gender discrimination in employment.,
168,Tajikistan,Entrepreneurship,2006,positive,Tajikistan introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
168,Tajikistan,Marriage,2014,positive,Tajikistan enacted legislation protecting women from domestic violence.,
168,Tajikistan,Pay,2018,positive,Tajikistan lifted restrictions on women's ability to work at night.,
169,Tanzania,Assets,1985,positive,Tanzania recognized the value of nonmonetary contributions.,
169,Tanzania,Workplace,1999,positive,Tanzania enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
169,Tanzania,Parenthood,2005,positive,Tanzania prohibited the dismissal of pregnant workers.,
169,Tanzania,Parenthood,2006,positive,Tanzania began administering maternity benefits through its social security system. It also introduced paid paternity leave.,
169,Tanzania,Pay,2006,positive,Tanzania mandated equal remuneration for work of equal value.,
169,Tanzania,Workplace,2006,positive,Tanzania prohibited gender discrimination in employment.,
170,Thailand,Parenthood,1999,positive,Thailand prohibited the dismissal of pregnant workers.,
170,Thailand,Workplace,1999,positive,Thailand prohibited gender discrimination in employment.,
170,Thailand,Pension,2000,positive,Thailand introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
170,Thailand,Marriage,2009,positive,Thailand enacted legislation protecting women from domestic violence. Thailand allowed women to obtain a divorce in the same way as men.,
170,Thailand,Workplace,2009,positive,Thailand enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
170,Thailand,Pay,2020,positive,Thailand introduced new legislation that mandates equal remuneration for women and men who perform work of equal value.,
171,Timor-Leste,Pension,1978,positive,Timor-Leste introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
171,Timor-Leste,Parenthood,1999,positive,Timor-Leste prohibited the dismissal of pregnant workers.,
171,Timor-Leste,Workplace,2003,positive,Timor-Leste prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
171,Timor-Leste,Entrepreneurship,2005,positive,Timor-Leste enacted the Commerical Companies Act allowing a woman to register a business in the same way as a man without her husband 's consent.,
171,Timor-Leste,Marriage,2012,positive,Timor-Leste enacted legislation protecting women from domestic violence.,
171,Timor-Leste,Assets,2013,positive,"Timor-Leste's Civil Code gave spouses equal rights and duties, granting them equal rights to immovable property and equal administrative authority over assets during marriage.",
171,Timor-Leste,Entrepreneurship,2013,positive,Timor-Leste introduced a new Civil Code allowing a woman to sign a legally binding contract and open a bank account in the same way as a man without her husband's consent.,
171,Timor-Leste,Marriage,2013,positive,Timor-Leste allowed women to be head of household. Timor-Leste allowed women to obtain a divorce in the same way as men.,
171,Timor-Leste,Mobility,2013,positive,Timor-Leste enacted a new Civil Code allowing a woman to choose where to live in the same way as a man.,
171,Timor-Leste,Parenthood,2013,positive,Timor-Leste introduced paid paternity leave.,
171,Timor-Leste,Pay,2013,positive,Timor-Leste mandated equal remuneration for work of equal value.,
171,Timor-Leste,Parenthood,2018,positive,Timor-Leste introduced a social security system that administers maternity benefits.,
171,Timor-Leste,Pension,2019,positive,Timor-Leste explicitly accounted for periods of absence due to child care in pension benefits.,
172,Togo,Pension,1974,positive,Togo introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
172,Togo,Assets,1981,positive,Togo's Personal and Family Code granted spouses equal rights to immovable property and equal administrative authority over assets during marriage. It also equalized inheritance rights for both sons and daughters and male and female surviving spouses.,
172,Togo,Entrepreneurship,1981,positive,"Togo enacted a Family Code allowing a woman to sign a legally binding contract, register a business and open a bank account in the same way as a man.",
172,Togo,Parenthood,2008,positive,Togo prohibited the dismissal of pregnant workers.,
172,Togo,Pay,2008,positive,Togo mandated equal remuneration for work of equal value.,
172,Togo,Workplace,2008,positive,Togo prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
172,Togo,Pay,2012,positive,Togo eliminated restrictions on women’s ability to work in certain industries by limiting them to pregnant women.,
172,Togo,Pension,2012,positive,Togo explicitly accounted for periods of absence due to child care in pension benefits.,
172,Togo,Mobility,2014,positive,Togo introduced a new Family Law allowing a woman to choose where to live in the same way as a man.,
172,Togo,Workplace,2014,positive,Togo allowed a woman to get a job without permission from her husband.,
172,Togo,Marriage,2016,positive,Togo allowed women to be head of household.,
172,Togo,Parenthood,2022,negative,Togo introduced new legislation which no longer prohibits the dismissal of pregnant workers.,
173,Tonga,Pension,2012,positive,Tonga introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
173,Tonga,Marriage,2015,positive,Tonga enacted legislation protecting women from domestic violence.,
174,Trinidad and Tobago,Pension,1973,positive,Trinidad and Tobago introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It sets equal ages at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
174,Trinidad and Tobago,Assets,1975,positive,"Trinidad and Tobago recognized the value of nonmonetary contributions, including those made by ""looking after the home or caring for the family.""",
174,Trinidad and Tobago,Assets,1983,positive,Trinidad and Tobago equalized inheritance rights for male and female surviving spouses.,
174,Trinidad and Tobago,Mobility,1984,positive,Trinidad and Tobago introduced a new Family Law allowing a woman to choose where to live in the same way as a man.,
174,Trinidad and Tobago,Marriage,1993,positive,Trinidad and Tobago enacted legislation protecting women from domestic violence.,
174,Trinidad and Tobago,Entrepreneurship,2002,positive,Trinidad and Tobago's new legal amendments made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
174,Trinidad and Tobago,Workplace,2002,positive,Trinidad and Tobago prohibited gender discrimination in employment.,
174,Trinidad and Tobago,Pay,2005,positive,Trinidad and Tobago eliminated the ban on women's employment in industrial undertakings at night.,
174,Trinidad and Tobago,Parenthood,2014,positive,Trinidad and Tobago increased the duration of paid maternity leave to at least 14 weeks.,
175,Tunisia,Pension,1975,positive,Tunisia introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
175,Tunisia,Marriage,1995,positive,Tunisia no longer requires a married woman to obey her husband.,
175,Tunisia,Marriage,2019,positive,Tunisia enacted legislation protecting women from domestic violence.,
175,Tunisia,Workplace,2019,positive,Tunisia enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
176,Turkey,Workplace,1992,positive,Turkey allowed a woman to get a job without permission from her husband.,
176,Turkey,Assets,2003,positive,Turkey recognized the value of nonmonetary contributions.,
176,Turkey,Marriage,2003,positive,Turkey allowed women to be head of household. ,
176,Turkey,Mobility,2003,positive,Turkey introduced a new Civil Code allowing a woman to choose where to live in the same way as a man.,
176,Turkey,Parenthood,2004,positive,Turkey prohibited the dismissal of pregnant workers.,
176,Turkey,Pay,2004,positive,Turkey mandated equal remuneration for work of equal value.,
176,Turkey,Workplace,2004,positive,Turkey prohibited gender discrimination in employment.,
176,Turkey,Parenthood,2005,positive,Turkey increased the duration of paid maternity leave to at least 14 weeks.,
176,Turkey,Workplace,2006,positive,Turkey enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
176,Turkey,Marriage,2007,positive,Turkey enacted legislation protecting women from domestic violence.,
176,Turkey,Pay,2009,positive,Turkey allowed women to work in jobs deemed dangerous in the same way as men.,
176,Turkey,Parenthood,2016,positive,Turkey introduced paid paternity leave.,
177,Uganda,Parenthood,2007,positive,Uganda prohibited the dismissal of pregnant workers. It also introduced paid paternity leave.,
177,Uganda,Pay,2007,positive,Uganda mandated equal remuneration for work of equal value. It also eliminated the ban on women's employment in mining.,
177,Uganda,Workplace,2007,positive,Uganda prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
177,Uganda,Marriage,2011,positive,Uganda enacted legislation protecting women from domestic violence.,
177,Uganda,Mobility,2020,positive,"Uganda made international travel easier for women by allowing them to apply for a passport in the same way as men, with no need to provide additional information.",
178,Ukraine,Pension,1972,negative,Ukraine set unequal mandatory retirement ages for women and men.,
178,Ukraine,Parenthood,1973,positive,Ukraine prohibited the dismissal of pregnant workers.,
178,Ukraine,Workplace,1992,positive,Ukraine prohibited gender discrimination in employment.,
178,Ukraine,Pension,1993,positive,Ukraine explicitly accounted for periods of absence due to child care in pension benefits.,
178,Ukraine,Parenthood,1995,positive,Ukraine introduced paid parental leave.,
178,Ukraine,Pension,1996,positive,Ukraine no longer establishes a mandatory retirement age for women and men.,
178,Ukraine,Workplace,2007,positive,Ukraine enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
178,Ukraine,Marriage,2010,positive,Ukraine enacted legislation protecting women from domestic violence.,
178,Ukraine,Entrepreneurship,2014,positive,Ukraine introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
178,Ukraine,Parenthood,2015,negative,Ukraine abolished paid parental leave.,
178,Ukraine,Pension,2019,positive,Ukraine equalized the ages at which women and men can retire with partial pension benefits.,
178,Ukraine,Parenthood,2022,positive,Ukraine introduced 14 days of paid paternity leave.,
178,Ukraine,Pension,2022,positive,Ukraine equalized the ages at which women and men can retire with full pension benefits.,
179,United Arab Emirates,Pension,2000,positive,The United Arab Emirates introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits. It also explicitly accounted for periods of absence due to child care in pension benefits.,
179,United Arab Emirates,Mobility,2019,positive,The United Arab Emirates made international travel easier for women by allowing a married woman to apply for a passport without the written consent of her husband.,
179,United Arab Emirates,Entrepreneurship,2020,positive,The United Arab Emirates made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
179,United Arab Emirates,Marriage,2020,positive,The United Arab Emirates began allowing women to be head of household and adopted legislation protecting women from domestic violence.,
179,United Arab Emirates,Parenthood,2020,positive,The United Arab Emirates prohibited the dismissal of pregnant workers.,
179,United Arab Emirates,Pay,2020,positive,"The United Arab Emirates lifted restrictions on women’s ability to work at night and in jobs deemed dangerous. It also eliminated restrictions on women’s employment in the mining, manufacturing, agriculture and energy industries.",
179,United Arab Emirates,Workplace,2020,positive,The United Arab Emirates improved the protection of women at work by prohibiting discrimination based on gender in employment. It enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
179,United Arab Emirates,Marriage,2021,positive,The United Arab Emirates no longer requires a married woman to obey her husband. ,
179,United Arab Emirates,Mobility,2021,positive,The United Arab Emirates allowed women to choose where to live and travel abroad in the same way as men. The United Arab Emirates also allowed a married woman to leave the home without her husband's permission.,
179,United Arab Emirates,Parenthood,2021,positive,The United Arab Emirates introduced 5 days of paid parental leave as an individual entitlement for each parent. Fathers now have paid leave to care for their newborn babies.,
179,United Arab Emirates,Pay,2021,positive,The United Arab Emirates mandated equal remuneration for men and women who perform work of equal value.,
179,United Arab Emirates,Workplace,2021,positive,The United Arab Emirates allowed a woman to get a job without permission from her husband.,
180,United Kingdom,Assets,1974,positive,The United Kingdom recognized the value of nonmonetary contributions.,
180,United Kingdom,Marriage,1974,positive,"The United Kingdom reformed the Matrimonial Causes Act, allowing women to obtain a divorce in the same way as men.",
180,United Kingdom,Mobility,1975,positive,The United Kingdom introduced the Domicile and Matrimonial Proceedings Act allowing a woman to choose where to live in the same way as a man.,
180,United Kingdom,Pension,1976,positive,The United Kingdom explicitly accounted for periods of absence due to child care in pension benefits.,
180,United Kingdom,Entrepreneurship,1977,positive,The United Kingdom's Sex Discrimination Act made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
180,United Kingdom,Workplace,1977,positive,The United Kingdom prohibited gender discrimination in employment.,
180,United Kingdom,Mobility,1982,positive,The United Kingdom introduced new legal amendments which no longer establishes differences in the application procedures for a married woman when applying for a passport.,
180,United Kingdom,Parenthood,1988,positive,The United Kingdom increased the duration of paid maternity leave to at least 14 weeks.,
180,United Kingdom,Pay,1990,positive,The United Kingdom eliminated restrictions on women's employment in mining and manufacturing.,
180,United Kingdom,Pension,1997,positive,The United Kingdom equalized the ages at which women and men can retire with full pension benefits.,
180,United Kingdom,Marriage,1998,positive, The United Kingdom enacted legislation protecting women from domestic violence.,
180,United Kingdom,Parenthood,2001,positive,The United Kingdom prohibited the dismissal of pregnant workers.,
180,United Kingdom,Parenthood,2004,positive,The United Kingdom introduced paid paternity leave.,
180,United Kingdom,Workplace,2007,positive,The United Kingdom enacted legislation protecting women from sexual harassment in employment.,
180,United Kingdom,Workplace,2011,positive,The United Kingdom enacted civil remedies for sexual harassment in employment.,
180,United Kingdom,Parenthood,2016,positive,The United Kingdom introduced paid parental leave.,
181,United States,Entrepreneurship,1976,positive,United States' Equal Credit Opportunity Act made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
181,United States,Parenthood,1980,positive,United States prohibited the dismissal of pregnant workers.,
181,United States,Assets,1982,positive,United States recognized the value of nonmonetary contributions.,
181,United States,Workplace,1982,positive,United States enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
181,United States,Marriage,1995,positive,United States enacted legislation protecting women from domestic violence.,
181,United States,Parenthood,2019,positive,New York State (USA) introduced paid family leave that currently entitles each parent to 70 days of leave for the birth of a child. It will gradually increase to 84 days. Parents receive paid parental leave benefits through their employer’s insurance carriers.,
182,Uruguay,Parenthood,1982,positive,Uruguay began administering maternity benefits through its social security system.,
182,Uruguay,Workplace,1991,positive,Uruguay prohibited gender discrimination in employment.,
182,Uruguay,Marriage,1997,positive,Uruguay enacted legislation protecting women from domestic violence.,
182,Uruguay,Pension,2004,positive,Uruguay equalized the ages at which women and men can retire with full pension benefits.,
182,Uruguay,Parenthood,2010,positive,Uruguay introduced paid paternity leave.,
182,Uruguay,Pension,2010,positive,Uruguay explicitly accounted for periods of absence due to child care in pension benefits.,
182,Uruguay,Workplace,2011,positive,Uruguay enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
182,Uruguay,Parenthood,2015,positive,Uruguay increased the duration of paid maternity leave to at least 14 weeks.,
182,Uruguay,Pay,2019,positive,Uruguay introduced new legislation that mandates equal remuneration for women and men who perform work of equal value.,
183,Uzbekistan,Parenthood,1973,positive,Uzbekistan prohibited the dismissal of pregnant workers.,
183,Uzbekistan,Pension,1989,negative,Uzbekistan set unequal mandatory retirement ages for women and men.,
183,Uzbekistan,Pension,1995,positive,Uzbekistan explicitly accounted for periods of absence due to child care in pension benefits.,
183,Uzbekistan,Parenthood,1997,positive,Uzbekistan introduced paid parental leave.,
183,Uzbekistan,Pay,1997,positive,Uzbekistan lifted restrictions on women's ability to work at night.,
