Entity,Code,Year,Employment to population ratio female (%)
New Zealand,NZL,1997,53.16
New Zealand,NZL,1998,52.64
New Zealand,NZL,1999,53.44
New Zealand,NZL,2000,53.98
New Zealand,NZL,2001,55.12
New Zealand,NZL,2002,55.77
New Zealand,NZL,2003,56.27
New Zealand,NZL,2004,57.07
New Zealand,NZL,2005,58.27
New Zealand,NZL,2006,58.71
New Zealand,NZL,2007,59.27
New Zealand,NZL,2008,59.38
New Zealand,NZL,2009,58.25
New Zealand,NZL,2010,57.6
New Zealand,NZL,2011,58.15
New Zealand,NZL,2012,57.88
New Zealand,NZL,2013,58.44
New Zealand,NZL,2014,59.51
New Zealand,NZL,2015,59.67
New Zealand,NZL,2016,61.06
New Zealand,NZL,2017,62.09
New Zealand,NZL,2018,62.79
New Zealand,NZL,2019,62.9
New Zealand,NZL,2020,61.94
Nicaragua,NIC,2001,42.8
Nicaragua,NIC,2002,41.5
Nicaragua,NIC,2003,43.19
Nicaragua,NIC,2004,42.27
Nicaragua,NIC,2005,43.88
Nicaragua,NIC,2006,42.34
Nicaragua,NIC,2007,41.05
Nicaragua,NIC,2012,62.85
Nicaragua,NIC,2013,61.23
Nicaragua,NIC,2014,45.35
Niger,NER,2001,43.89
Niger,NER,2005,29.29
Niger,NER,2011,69.04
Niger,NER,2012,19.5
Niger,NER,2014,62.7
Niger,NER,2017,13.89
Nigeria,NGA,1983,35.22
Nigeria,NGA,1986,33.48
Nigeria,NGA,2003,47.4
Nigeria,NGA,2011,54.8
Nigeria,NGA,2013,50.03
Nigeria,NGA,2019,45.59
North America,,1960,35.5
North America,,1961,35.4
North America,,1962,35.6
North America,,1963,35.8
North America,,1964,36.3
North America,,1965,37.1
North America,,1966,38.3
North America,,1967,39
North America,,1968,39.6
North America,,1969,40.7
North America,,1970,40.8
North America,,1971,40.4
North America,,1972,41
North America,,1973,42
North America,,1974,42.6
North America,,1975,42
North America,,1976,43.08234793
North America,,1977,44.28923246
North America,,1978,46.11200319
North America,,1979,47.27131894
North America,,1980,47.57505056
North America,,1981,47.97316576
North America,,1982,47.58738255
North America,,1983,47.88805492
North America,,1984,49.3249022
North America,,1985,50.27595259
North America,,1986,51.29116253
North America,,1987,52.37881251
North America,,1988,53.33319474
North America,,1989,54.23058505
North America,,1990,54.24717169
North America,,1991,53.60714609
North America,,1992,53.61419112
North America,,1993,53.84118445
North America,,1994,54.95786532
North America,,1995,55.35354919
North America,,1996,55.70201068
North America,,1997,56.43677229
North America,,1998,56.7432411
North America,,1999,57.14855248
North America,,2000,57.27355031
North America,,2001,56.86534488
North America,,2002,56.30923972
North America,,2003,56.26439294
North America,,2004,56.14912852
North America,,2005,56.38489373
North America,,2006,56.77138142
North America,,2007,56.87811897
North America,,2008,56.53244452
North America,,2009,54.79122777
North America,,2010,54.01417149
North America,,2011,53.66361461
North America,,2012,53.6203672
North America,,2013,53.66728988
North America,,2014,53.94435163
North America,,2015,54.11635031
North America,,2016,54.43033542
North America,,2017,54.92324122
North America,,2018,55.2091937
North America,,2019,55.66138788
North America,,2020,51.76636026
North Macedonia,MKD,1996,30.7
North Macedonia,MKD,1997,27.9
North Macedonia,MKD,1998,29.8
North Macedonia,MKD,2001,30.94
North Macedonia,MKD,2002,28.07
North Macedonia,MKD,2003,27.65
North Macedonia,MKD,2004,24.84
North Macedonia,MKD,2005,26.69
North Macedonia,MKD,2006,26.33
North Macedonia,MKD,2007,27.71
North Macedonia,MKD,2008,28.13
North Macedonia,MKD,2009,28.63
North Macedonia,MKD,2010,29.08
North Macedonia,MKD,2011,30.11
North Macedonia,MKD,2012,29.98
North Macedonia,MKD,2013,31.58
North Macedonia,MKD,2014,31.41
North Macedonia,MKD,2015,32.57
North Macedonia,MKD,2016,32.7
North Macedonia,MKD,2017,33.4
North Macedonia,MKD,2018,34.49
North Macedonia,MKD,2019,36.67
North Macedonia,MKD,2020,34.73
Northern Mariana Islands,MNP,2010,57.88
Norway,NOR,1980,53.97
Norway,NOR,1981,54.87
Norway,NOR,1982,54.76
Norway,NOR,1983,55.44
Norway,NOR,1984,56.26
Norway,NOR,1985,57.65
Norway,NOR,1986,60.71
Norway,NOR,1987,62.12
Norway,NOR,1988,61.58
Norway,NOR,1989,59.48
Norway,NOR,1990,59.39
Norway,NOR,1991,59.22
Norway,NOR,1992,59.07
Norway,NOR,1993,59.04
Norway,NOR,1994,59.74
Norway,NOR,1995,60.45
Norway,NOR,1996,62.58
Norway,NOR,1997,64.35
Norway,NOR,1998,66.39
Norway,NOR,1999,67
Norway,NOR,2000,66.95
Norway,NOR,2001,66.99
Norway,NOR,2002,67.59
Norway,NOR,2003,66.38
Norway,NOR,2004,66.38
Norway,NOR,2005,65.64
Norway,NOR,2006,65.98
Norway,NOR,2007,67.71
Norway,NOR,2008,68.93
Norway,NOR,2009,67.92
Norway,NOR,2010,66.62
Norway,NOR,2011,66.58
Norway,NOR,2012,66.64
Norway,NOR,2013,66.12
Norway,NOR,2014,60.78
Norway,NOR,2015,59.76
Norway,NOR,2016,59.63
Norway,NOR,2017,59.17
Norway,NOR,2018,59.57
Norway,NOR,2019,60.01
Norway,NOR,2020,59.44
OECD members,,1979,40.56137896
OECD members,,1980,40.14121748
OECD members,,1983,41.35453746
OECD members,,1984,42.38731841
OECD members,,1985,42.59478933
OECD members,,1986,43.20412802
OECD members,,1987,43.91752963
OECD members,,1988,44.02649379
OECD members,,1989,44.76982786
OECD members,,1990,45.46265298
OECD members,,1991,44.91386046
OECD members,,1992,45.13627572
OECD members,,1993,44.92031106
OECD members,,1994,45.246264
OECD members,,1995,45.28471227
OECD members,,1996,45.48555995
OECD members,,1997,45.56119935
OECD members,,1998,45.70822054
OECD members,,1999,46.07252956
OECD members,,2000,46.26331619
OECD members,,2001,46.34708429
OECD members,,2002,46.10496718
OECD members,,2003,46.20041498
OECD members,,2004,46.14103494
OECD members,,2005,46.61546287
OECD members,,2006,47.15524601
OECD members,,2007,47.52175255
OECD members,,2008,47.68039749
OECD members,,2009,47.06321993
OECD members,,2010,46.97698429
OECD members,,2011,47.12025911
OECD members,,2012,47.29163067
OECD members,,2013,47.44839289
OECD members,,2014,47.67350097
OECD members,,2015,48.04527249
OECD members,,2016,48.50549249
OECD members,,2017,48.99125482
OECD members,,2018,49.48859047
OECD members,,2019,49.91713968
OECD members,,2020,47.19014381
Oman,OMN,2000,7.62
Oman,OMN,2008,22.86
Oman,OMN,2010,23.84
Oman,OMN,2016,25.68
Oman,OMN,2018,33.03
Pakistan,PAK,1985,10.16
Pakistan,PAK,1986,10.99
Pakistan,PAK,1988,12.42
Pakistan,PAK,1989,10.1
Pakistan,PAK,1990,12.01
Pakistan,PAK,1991,12.3
Pakistan,PAK,1992,14.13
Pakistan,PAK,1993,13.65
Pakistan,PAK,1994,13.87
Pakistan,PAK,1995,12.06
Pakistan,PAK,1997,14.05
Pakistan,PAK,1998,14.51
Pakistan,PAK,2000,13.97
Pakistan,PAK,2002,14.72
Pakistan,PAK,2004,16.95
Pakistan,PAK,2006,19.02
Pakistan,PAK,2007,19.42
Pakistan,PAK,2008,19.87
Pakistan,PAK,2009,20.97
Pakistan,PAK,2010,21.93
Pakistan,PAK,2011,22.23
Pakistan,PAK,2013,22.1
Pakistan,PAK,2014,22.75
Pakistan,PAK,2015,22.74
Pakistan,PAK,2018,20.86
Palau,PLW,2000,47.25
Palau,PLW,2014,54.59
Palestine,PSE,2000,11.31
Palestine,PSE,2001,8.94
Palestine,PSE,2002,8.68
Palestine,PSE,2003,10.48
Palestine,PSE,2004,10.81
Palestine,PSE,2005,10.5
Palestine,PSE,2006,11.57
Palestine,PSE,2007,12.69
Palestine,PSE,2008,11.68
Palestine,PSE,2009,11.49
Palestine,PSE,2010,10.85
Palestine,PSE,2011,11.94
Palestine,PSE,2012,11.78
Palestine,PSE,2013,11.3
Palestine,PSE,2014,12.03
Palestine,PSE,2015,11.62
Palestine,PSE,2016,10.62
Palestine,PSE,2017,9.92
Palestine,PSE,2018,10.07
Palestine,PSE,2019,10.61
Palestine,PSE,2020,9.66
Panama,PAN,1979,30.17
Panama,PAN,1983,28.66
Panama,PAN,1984,29.25
Panama,PAN,1985,30.51
Panama,PAN,1986,29.7
Panama,PAN,1988,28.23
Panama,PAN,1989,29.72
Panama,PAN,1991,29.6
Panama,PAN,1992,31.3
Panama,PAN,1993,32.42
Panama,PAN,1994,32.99
Panama,PAN,1995,33.98
Panama,PAN,1997,35.31
Panama,PAN,1998,35.66
Panama,PAN,1999,35.9
Panama,PAN,2000,34.1
Panama,PAN,2001,34
Panama,PAN,2002,37.06
Panama,PAN,2003,37.64
Panama,PAN,2004,38.79
Panama,PAN,2005,40.66
Panama,PAN,2006,39.99
Panama,PAN,2007,41.9
Panama,PAN,2008,43.6
Panama,PAN,2009,43.99
Panama,PAN,2010,43.5
Panama,PAN,2011,43.53
Panama,PAN,2012,45.65
Panama,PAN,2013,46.8
Panama,PAN,2014,46.83
Panama,PAN,2015,47.61
Panama,PAN,2016,47.66
Panama,PAN,2017,47.21
Panama,PAN,2018,48.82
Panama,PAN,2019,50.18
Panama,PAN,2020,40.06
Papua New Guinea,PNG,2010,47.07
Paraguay,PRY,1993,51.42
Paraguay,PRY,1994,52.33
Paraguay,PRY,1996,46.6
Paraguay,PRY,1998,45.68
Paraguay,PRY,1999,44.87
Paraguay,PRY,2001,48.78
Paraguay,PRY,2002,45.76
Paraguay,PRY,2003,47.43
Paraguay,PRY,2004,52.26
Paraguay,PRY,2005,52.27
Paraguay,PRY,2006,47.84
Paraguay,PRY,2007,50.69
Paraguay,PRY,2008,50.66
Paraguay,PRY,2009,51.52
Paraguay,PRY,2010,49.82
Paraguay,PRY,2011,51.21
Paraguay,PRY,2012,56.65
Paraguay,PRY,2013,55.03
Paraguay,PRY,2014,50.98
Paraguay,PRY,2015,52.41
Paraguay,PRY,2016,52.74
Paraguay,PRY,2017,53.77
Paraguay,PRY,2018,54.99
Paraguay,PRY,2019,55.35
Paraguay,PRY,2020,51.57
Peru,PER,1990,42.3
Peru,PER,1991,40.5
Peru,PER,1992,38.3
Peru,PER,1993,40.6
Peru,PER,1994,41.1
Peru,PER,1995,45.7
Peru,PER,1997,50.51
Peru,PER,1998,50.96
Peru,PER,1999,53.95
Peru,PER,2000,48.6
Peru,PER,2001,50.8
Peru,PER,2002,65.01
Peru,PER,2003,59.31
Peru,PER,2004,64.34
Peru,PER,2005,63.09
Peru,PER,2006,64.87
Peru,PER,2007,67.27
Peru,PER,2008,67.4
Peru,PER,2009,68
Peru,PER,2010,69.5
Peru,PER,2011,69.07
Peru,PER,2012,68.22
Peru,PER,2013,67.37
Peru,PER,2014,66.88
Peru,PER,2015,65.33
Peru,PER,2016,66.22
Peru,PER,2017,66.63
Peru,PER,2018,67.1
Peru,PER,2019,67.38
Peru,PER,2020,55.63
Philippines,PHL,1975,22.04
Philippines,PHL,1976,20.97
Philippines,PHL,1978,43.66
Philippines,PHL,1983,45.85
Philippines,PHL,1985,44.05
Philippines,PHL,1987,43.03
Philippines,PHL,1988,43.38
Philippines,PHL,1989,42.48
Philippines,PHL,1990,42.85
Philippines,PHL,1991,42.37
Philippines,PHL,1992,42.44
Philippines,PHL,1993,42.8
Philippines,PHL,1994,42.7
Philippines,PHL,1995,43.72
Philippines,PHL,1996,44.44
Philippines,PHL,1997,41.8
Philippines,PHL,1998,41.55
Philippines,PHL,1999,42.94
Philippines,PHL,2000,42.52
Philippines,PHL,2001,45.7
Philippines,PHL,2002,46.19
Philippines,PHL,2003,45.13
Philippines,PHL,2004,44.78
Philippines,PHL,2005,45.35
Philippines,PHL,2006,45.43
Philippines,PHL,2007,45.72
Philippines,PHL,2008,45.07
Philippines,PHL,2009,45.78
Philippines,PHL,2010,46.19
Philippines,PHL,2011,46.96
Philippines,PHL,2012,46.55
Philippines,PHL,2013,46.4
Philippines,PHL,2014,47.21
Philippines,PHL,2015,47.01
Philippines,PHL,2016,46.7
Philippines,PHL,2017,43.7
Philippines,PHL,2018,44.18
Philippines,PHL,2019,45.24
Poland,POL,1992,53.13
Poland,POL,1993,52.13
Poland,POL,1994,51.87
Poland,POL,1995,51.78
Poland,POL,1996,51.82
Poland,POL,1997,43.49
Poland,POL,1998,43.87
Poland,POL,1999,42.9
Poland,POL,2000,40.93
Poland,POL,2001,40.24
Poland,POL,2002,38.88
Poland,POL,2003,38.44
Poland,POL,2004,38.01
Poland,POL,2005,38.56
Poland,POL,2006,39.65
Poland,POL,2007,41.48
Poland,POL,2008,42.9
Poland,POL,2009,43.18
Poland,POL,2010,42.82
Poland,POL,2011,42.79
Poland,POL,2012,42.89
Poland,POL,2013,42.81
Poland,POL,2014,43.85
Poland,POL,2015,44.7
Poland,POL,2016,45.33
Poland,POL,2017,46.05
Poland,POL,2018,46.6
Poland,POL,2019,46.42
Poland,POL,2020,46.32
Portugal,PRT,1978,39.34
Portugal,PRT,1979,40.83
Portugal,PRT,1980,40.49
Portugal,PRT,1981,41.84
Portugal,PRT,1982,41.56
Portugal,PRT,1984,44.09
Portugal,PRT,1985,41.45
Portugal,PRT,1986,40.23
Portugal,PRT,1987,41.85
Portugal,PRT,1988,42.71
Portugal,PRT,1989,43.7
Portugal,PRT,1990,44.44
Portugal,PRT,1991,47.09
Portugal,PRT,1992,47.1
Portugal,PRT,1993,46.39
Portugal,PRT,1994,45.73
Portugal,PRT,1995,45.63
Portugal,PRT,1996,45.17
Portugal,PRT,1997,45.73
Portugal,PRT,1998,48.95
Portugal,PRT,1999,49.66
Portugal,PRT,2000,50.24
Portugal,PRT,2001,50.8
Portugal,PRT,2002,51.2
Portugal,PRT,2003,50.8
Portugal,PRT,2004,50.41
Portugal,PRT,2005,50.52
Portugal,PRT,2006,50.6
Portugal,PRT,2007,50.65
Portugal,PRT,2008,50.95
Portugal,PRT,2009,50.04
Portugal,PRT,2010,49.24
Portugal,PRT,2011,47.51
Portugal,PRT,2012,46.22
Portugal,PRT,2013,45.28
Portugal,PRT,2014,46.11
Portugal,PRT,2015,46.9
Portugal,PRT,2016,47.53
Portugal,PRT,2017,49.02
Portugal,PRT,2018,50.43
Portugal,PRT,2019,50.87
Portugal,PRT,2020,49.83
Post-demographic dividend,,1979,40.56987977
Post-demographic dividend,,1980,41.24168839
Post-demographic dividend,,1982,42.24202258
Post-demographic dividend,,1983,41.70888877
Post-demographic dividend,,1984,42.52758961
Post-demographic dividend,,1985,42.72756614
Post-demographic dividend,,1986,43.33184234
Post-demographic dividend,,1987,44.04696309
Post-demographic dividend,,1988,44.69824837
Post-demographic dividend,,1989,45.52355539
Post-demographic dividend,,1990,46.43446512
Post-demographic dividend,,1991,46.66042437
Post-demographic dividend,,1992,46.5977251
Post-demographic dividend,,1993,46.35231985
Post-demographic dividend,,1994,46.68448175
Post-demographic dividend,,1995,46.88401022
Post-demographic dividend,,1996,47.06115674
Post-demographic dividend,,1997,47.40942482
Post-demographic dividend,,1998,47.58080124
Post-demographic dividend,,1999,48.14877891
Post-demographic dividend,,2000,48.49176713
Post-demographic dividend,,2001,48.69828326
Post-demographic dividend,,2002,48.689692
Post-demographic dividend,,2003,48.82178481
Post-demographic dividend,,2004,49.04128475
Post-demographic dividend,,2005,49.57550942
Post-demographic dividend,,2006,49.85203074
Post-demographic dividend,,2007,50.26878895
Post-demographic dividend,,2008,50.41660891
Post-demographic dividend,,2009,49.64000664
Post-demographic dividend,,2010,49.13627264
Post-demographic dividend,,2011,49.13179058
Post-demographic dividend,,2012,49.283254
Post-demographic dividend,,2013,49.42772654
Post-demographic dividend,,2014,49.81314717
Post-demographic dividend,,2015,50.4618143
Post-demographic dividend,,2016,50.76738354
Post-demographic dividend,,2017,51.32394112
Post-demographic dividend,,2018,51.90585048
Post-demographic dividend,,2019,52.14720763
Post-demographic dividend,,2020,50.20658666
Puerto Rico,PRI,2010,29.8
Puerto Rico,PRI,2011,29
Puerto Rico,PRI,2012,29.5
Puerto Rico,PRI,2015,28.9
Qatar,QAT,1997,33.63
Qatar,QAT,2004,39.02
Qatar,QAT,2007,48.04
Qatar,QAT,2009,48.19
Qatar,QAT,2010,50.8
Qatar,QAT,2011,50.39
Qatar,QAT,2012,50.92
Qatar,QAT,2013,52.31
Qatar,QAT,2014,54.32
Qatar,QAT,2015,59.67
Qatar,QAT,2016,60.46
Qatar,QAT,2017,57.63
Qatar,QAT,2018,57.63
Qatar,QAT,2019,57.38
Romania,ROU,1995,55.4
Romania,ROU,1997,56.18
Romania,ROU,1998,55.4
Romania,ROU,1999,55.45
Romania,ROU,2000,54.51
Romania,ROU,2001,53.69
Romania,ROU,2002,47.4
Romania,ROU,2003,45.94
Romania,ROU,2004,45.71
Romania,ROU,2005,43.86
Romania,ROU,2006,44.91
Romania,ROU,2007,44.89
Romania,ROU,2008,44.62
Romania,ROU,2009,43.91
Romania,ROU,2010,43.33
Romania,ROU,2011,43.11
Romania,ROU,2012,43.43
Romania,ROU,2013,43.08
Romania,ROU,2014,43.34
Romania,ROU,2015,42.58
Romania,ROU,2016,42.22
Romania,ROU,2017,44.03
Romania,ROU,2018,44.04
Romania,ROU,2019,44.02
Romania,ROU,2020,43.21
Russia,RUS,1992,60.76
Russia,RUS,1993,57.98
Russia,RUS,1994,54.36
Russia,RUS,1995,52.94
Russia,RUS,1996,51.91
Russia,RUS,1997,49.52
Russia,RUS,1998,47.92
Russia,RUS,1999,52.01
Russia,RUS,2000,53.81
Russia,RUS,2001,53.85
Russia,RUS,2002,55.51
Russia,RUS,2003,55.27
Russia,RUS,2004,56.26
Russia,RUS,2005,57.2
Russia,RUS,2006,57.81
Russia,RUS,2007,58.89
Russia,RUS,2008,58.53
Russia,RUS,2009,57.74
Russia,RUS,2010,58.01
Russia,RUS,2011,59.17
Russia,RUS,2012,60.06
Russia,RUS,2013,59.78
Russia,RUS,2014,60.29
Russia,RUS,2015,60.08
Russia,RUS,2016,60.42
Russia,RUS,2017,52.84
Russia,RUS,2018,53.19
Russia,RUS,2019,52.91
Russia,RUS,2020,52.07
Rwanda,RWA,1989,88.5
Rwanda,RWA,1996,92.84
Rwanda,RWA,2002,76.83
Rwanda,RWA,2014,82.68
Rwanda,RWA,2017,35.71
Rwanda,RWA,2018,36.65
Rwanda,RWA,2019,36.31
Saint Kitts and Nevis,KNA,1980,39.99
Saint Kitts and Nevis,KNA,1991,54.33
Saint Kitts and Nevis,KNA,2001,61.67
Saint Lucia,LCA,1993,47.8
Saint Lucia,LCA,2000,65.8
Saint Lucia,LCA,2003,44.94
Saint Lucia,LCA,2004,46.3
Saint Lucia,LCA,2005,46.9
Saint Lucia,LCA,2006,48.2
Saint Lucia,LCA,2007,48.3
Saint Lucia,LCA,2008,44.68
Saint Lucia,LCA,2009,48.08
Saint Lucia,LCA,2011,49.31
Saint Lucia,LCA,2012,50.88
Saint Lucia,LCA,2013,48.24
Saint Lucia,LCA,2017,51.21
Saint Lucia,LCA,2018,51.18
Saint Lucia,LCA,2019,54.02
Samoa,WSM,1976,38.7
Samoa,WSM,2001,30.29
Samoa,WSM,2006,32.84
Samoa,WSM,2008,34.4
Samoa,WSM,2012,21.88
Samoa,WSM,2014,21.89
Samoa,WSM,2017,24.76
San Marino,SMR,1985,43.67
San Marino,SMR,1986,44.83
San Marino,SMR,1987,45.65
San Marino,SMR,1988,46.41
San Marino,SMR,1989,46.51
San Marino,SMR,1990,46.94
San Marino,SMR,1991,48.78
San Marino,SMR,1992,49.78
San Marino,SMR,1993,50.3
San Marino,SMR,1995,51.68
San Marino,SMR,1996,51.65
San Marino,SMR,1997,52.83
San Marino,SMR,1998,53.4
San Marino,SMR,2015,77.28
San Marino,SMR,2019,79.49
Sao Tome and Principe,STP,1991,35.21
Sao Tome and Principe,STP,2000,27.5
Sao Tome and Principe,STP,2006,21.71
Saudi Arabia,SAU,1992,13.8
Saudi Arabia,SAU,1999,15.5
Saudi Arabia,SAU,2000,14.4
Saudi Arabia,SAU,2001,14.1
Saudi Arabia,SAU,2002,13.7
Saudi Arabia,SAU,2006,15.8
Saudi Arabia,SAU,2007,15.57
Saudi Arabia,SAU,2008,15.34
Saudi Arabia,SAU,2009,14.62
Saudi Arabia,SAU,2011,15.97
Saudi Arabia,SAU,2012,15.97
Saudi Arabia,SAU,2013,15.91
Saudi Arabia,SAU,2014,16
Saudi Arabia,SAU,2015,16.82
Saudi Arabia,SAU,2016,17.21
Saudi Arabia,SAU,2017,15.82
Saudi Arabia,SAU,2018,16.97
Senegal,SEN,1991,49.7
Senegal,SEN,2006,29.31
Senegal,SEN,2011,38.38
Senegal,SEN,2015,31.98
Senegal,SEN,2016,38.05
Senegal,SEN,2017,37.04
Serbia,SRB,2005,32.91
Serbia,SRB,2006,32.02
Serbia,SRB,2007,33.81
Serbia,SRB,2008,36.46
Serbia,SRB,2009,33.98
Serbia,SRB,2010,31.14
Serbia,SRB,2011,28.99
Serbia,SRB,2012,28.73
Serbia,SRB,2013,30.8
Serbia,SRB,2014,34.9
Serbia,SRB,2015,35.31
Serbia,SRB,2016,38.13
Serbia,SRB,2017,39.68
Serbia,SRB,2018,40.29
Serbia,SRB,2019,41.88
Serbia,SRB,2020,42.13
Seychelles,SYC,2011,59.14
Seychelles,SYC,2014,64.24
Seychelles,SYC,2015,64.01
Seychelles,SYC,2016,63.41
Seychelles,SYC,2017,64.37
Seychelles,SYC,2018,64.3
Seychelles,SYC,2019,61.62
Sierra Leone,SLE,2003,62.3
Sierra Leone,SLE,2004,67.51
Sierra Leone,SLE,2014,54.16
Singapore,SGP,1975,32.96
Singapore,SGP,1976,34.65
Singapore,SGP,1977,36.23
Singapore,SGP,1978,38.48
Singapore,SGP,1979,40.18
Singapore,SGP,1980,42.8
Singapore,SGP,1982,47.02
Singapore,SGP,1983,47.39
Singapore,SGP,1984,48.14
Singapore,SGP,1985,46.02
Singapore,SGP,1986,45.55
Singapore,SGP,1987,47.85
Singapore,SGP,1988,50.05
Singapore,SGP,1989,51.88
Singapore,SGP,1991,37.09
Singapore,SGP,1992,41.28
Singapore,SGP,1993,40.06
Singapore,SGP,1994,40.41
Singapore,SGP,1995,38.76
Singapore,SGP,1996,39.65
Singapore,SGP,1997,39.03
Singapore,SGP,1998,37.66
Singapore,SGP,1999,48.1
Singapore,SGP,2001,49.6
Singapore,SGP,2002,47.7
Singapore,SGP,2003,47.7
Singapore,SGP,2004,48.1
Singapore,SGP,2006,51.58
Singapore,SGP,2007,50.76
Singapore,SGP,2008,53.16
Singapore,SGP,2009,51.57
Singapore,SGP,2010,53.97
Singapore,SGP,2011,54.51
Singapore,SGP,2012,55.27
Singapore,SGP,2013,55.55
Singapore,SGP,2014,56.23
Singapore,SGP,2015,58.04
Singapore,SGP,2016,57.68
Singapore,SGP,2017,57.21
Singapore,SGP,2018,57.76
Singapore,SGP,2019,58.32
Slovakia,SVK,1994,44.12
Slovakia,SVK,1995,44.4
Slovakia,SVK,1996,45.65
Slovakia,SVK,1997,45.12
Slovakia,SVK,1998,44.75
Slovakia,SVK,1999,43.44
Slovakia,SVK,2000,42.56
Slovakia,SVK,2001,43.08
Slovakia,SVK,2002,42.55
Slovakia,SVK,2003,43.56
Slovakia,SVK,2004,42.26
Slovakia,SVK,2005,42.47
Slovakia,SVK,2006,43.25
Slovakia,SVK,2007,44.19
Slovakia,SVK,2008,45.43
Slovakia,SVK,2009,43.85
Slovakia,SVK,2010,43.39
Slovakia,SVK,2011,43.3
Slovakia,SVK,2012,43.32
Slovakia,SVK,2013,43.62
Slovakia,SVK,2014,44.11
Slovakia,SVK,2015,45.26
Slovakia,SVK,2016,46.9
Slovakia,SVK,2017,48.25
Slovakia,SVK,2018,48.6
Slovakia,SVK,2019,49.18
Slovakia,SVK,2020,48.25
Slovenia,SVN,1993,46.91
Slovenia,SVN,1994,47.04
Slovenia,SVN,1995,48.46
Slovenia,SVN,1996,47.82
Slovenia,SVN,1997,48.72
Slovenia,SVN,1998,49.39
Slovenia,SVN,1999,47.61
Slovenia,SVN,2000,47.78
Slovenia,SVN,2001,48.05
Slovenia,SVN,2002,48.65
Slovenia,SVN,2003,46.66
Slovenia,SVN,2004,49.44
Slovenia,SVN,2005,49.18
Slovenia,SVN,2006,49.44
Slovenia,SVN,2007,50.22
Slovenia,SVN,2008,50.96
Slovenia,SVN,2009,50.5
Slovenia,SVN,2010,49.52
Slovenia,SVN,2011,48.05
Slovenia,SVN,2012,47.34
Slovenia,SVN,2013,45.97
Slovenia,SVN,2014,46.72
Slovenia,SVN,2015,46.68
Slovenia,SVN,2016,47.54
Slovenia,SVN,2017,49.78
Slovenia,SVN,2018,50.69
Slovenia,SVN,2019,50.6
Slovenia,SVN,2020,50.18
Solomon Islands,SLB,2009,60.98
Solomon Islands,SLB,2013,83.3
South Africa,ZAF,1994,29.7
South Africa,ZAF,1995,30.1
South Africa,ZAF,1996,27.3
South Africa,ZAF,1997,22.4
South Africa,ZAF,1998,25.7
South Africa,ZAF,1999,29.8
South Africa,ZAF,2000,27.42
South Africa,ZAF,2001,26.85
South Africa,ZAF,2002,23.93
South Africa,ZAF,2003,24.22
South Africa,ZAF,2004,24.18
South Africa,ZAF,2005,25.32
South Africa,ZAF,2006,25.97
South Africa,ZAF,2007,27.07
South Africa,ZAF,2008,35.6
South Africa,ZAF,2009,34.44
South Africa,ZAF,2010,32.59
South Africa,ZAF,2011,32.79
South Africa,ZAF,2012,32.98
South Africa,ZAF,2013,33.92
South Africa,ZAF,2014,33.86
South Africa,ZAF,2015,34.53
South Africa,ZAF,2016,33.84
South Africa,ZAF,2017,34.33
South Africa,ZAF,2018,34.36
South Africa,ZAF,2019,33.7
South Africa,ZAF,2020,30.4
South Asia,,1994,28.60621902
South Asia,,2000,30.73269895
South Asia,,2005,31.20781976
South Asia,,2010,25.87722431
South Asia,,2012,22.52500958
South Asia,,2018,20.04715506
South Asia,,2019,20.66890381
South Asia (IDA & IBRD),,1994,28.60621902
South Asia (IDA & IBRD),,2000,30.73269895
South Asia (IDA & IBRD),,2005,31.20781976
South Asia (IDA & IBRD),,2010,25.87722431
South Asia (IDA & IBRD),,2012,22.52500958
South Asia (IDA & IBRD),,2018,20.04715506
South Asia (IDA & IBRD),,2019,20.66890381
South Korea,KOR,1977,26.23999977
South Korea,KOR,1978,27.76000023
South Korea,KOR,1979,27.98999977
South Korea,KOR,1980,41.25
South Korea,KOR,1981,41.26
South Korea,KOR,1982,42.31
South Korea,KOR,1983,41.87
South Korea,KOR,1984,39.77
South Korea,KOR,1985,40.93
South Korea,KOR,1986,42.2
South Korea,KOR,1987,44.13
South Korea,KOR,1988,44.23
South Korea,KOR,1989,45.7
South Korea,KOR,1990,46.14
South Korea,KOR,1991,46.19
South Korea,KOR,1992,46.11
South Korea,KOR,1993,46.02
South Korea,KOR,1994,46.9
South Korea,KOR,1995,47.56
South Korea,KOR,1996,48.09
South Korea,KOR,1997,48.6
South Korea,KOR,1998,44.39
South Korea,KOR,1999,45.19
South Korea,KOR,2000,47.78
South Korea,KOR,2001,48.51
South Korea,KOR,2002,49.17
South Korea,KOR,2003,48.01
South Korea,KOR,2004,49.17
South Korea,KOR,2005,49.24
South Korea,KOR,2006,49.66
South Korea,KOR,2007,49.72
South Korea,KOR,2008,49.43
South Korea,KOR,2009,48.49
South Korea,KOR,2010,48.62
South Korea,KOR,2011,48.9
South Korea,KOR,2012,49.16
South Korea,KOR,2013,49.52
South Korea,KOR,2014,50.41
South Korea,KOR,2015,50.62
South Korea,KOR,2016,50.79
South Korea,KOR,2017,51.31
South Korea,KOR,2018,51.31
South Korea,KOR,2019,51.92
South Korea,KOR,2020,51.06
South Sudan,SSD,2008,62.11
Spain,ESP,1977,26.31
Spain,ESP,1978,25.48
Spain,ESP,1979,24.89
Spain,ESP,1980,23.71
Spain,ESP,1981,22.52
